,date,humidity
1072,2018-05-28,86.3
1073,2018-06-28,89.5
1074,2018-07-28,77.9
1075,2018-08-28,81.5
1076,2018-09-28,68.0
1077,2018-10-28,71.0
1078,2018-11-28,58.1
1079,2018-12-28,28.3
1080,2018-01-29,34.0
1081,2018-02-29, 
1082,2018-03-29,66.4
1083,2018-04-29,65.8
1084,2018-05-29,75.8
1085,2018-06-29,81.3
1086,2018-07-29,54.5
1087,2018-08-29,76.6
1088,2018-09-29,70.8
1089,2018-10-29,75.8
1090,2018-11-29,53.1
1091,2018-12-29,30.0
1092,2018-01-30,46.4
1093,2018-02-30, 
1094,2018-03-30,58.1
1095,2018-04-30,72.1
1096,2018-05-30,76.5
1097,2018-06-30,91.0
1098,2018-07-30,71.0
1099,2018-08-30,79.3
1100,2018-09-30,48.0
1101,2018-10-30,65.0
1102,2018-11-30,67.9
1103,2018-12-30,34.9
1104,2018-01-31,55.0
1105,2018-02-31, 
1106,2018-03-31,52.4
1107,2018-04-31, 
1108,2018-05-31,60.3
1109,2018-06-31, 
1110,2018-07-31,65.1
1111,2018-08-31,85.9
1112,2018-09-31, 
1113,2018-10-31,68.8
1114,2018-11-31, 
1115,2018-12-31,37.1
1116,2019-01-01,50.4
1117,2019-02-01,59.5
1118,2019-03-01,58.8
1119,2019-04-01,42.1
1120,2019-05-01,71.0
1121,2019-06-01,67.3
1122,2019-07-01,87.1
1123,2019-08-01,78.6
1124,2019-09-01,87.8
1125,2019-10-01,95.6
1126,2019-11-01,79.4
1127,2019-12-01,91.5
1128,2019-01-02,48.8
1129,2019-02-02,65.4
1130,2019-03-02,63.4
1131,2019-04-02,45.6
1132,2019-05-02,59.0
1133,2019-06-02,65.8
1134,2019-07-02,78.0
1135,2019-08-02,77.8
1136,2019-09-02,94.6
1137,2019-10-02,94.1
1138,2019-11-02,84.3
1139,2019-12-02,54.6
1140,2019-01-03,50.0
1141,2019-02-03,82.5
1142,2019-03-03,61.0
1143,2019-04-03,33.0
1144,2019-05-03,55.5
1145,2019-06-03,64.9
1146,2019-07-03,81.9
1147,2019-08-03,79.1
1148,2019-09-03,94.5
1149,2019-10-03,80.6
1150,2019-11-03,80.5
1151,2019-12-03,74.9
1152,2019-01-04,45.8
1153,2019-02-04,31.5
1154,2019-03-04,63.4
1155,2019-04-04,40.3
1156,2019-05-04,60.6
1157,2019-06-04,71.4
1158,2019-07-04,72.3
1159,2019-08-04,73.3
1160,2019-09-04,94.6
1161,2019-10-04,83.4
1162,2019-11-04,81.1
1163,2019-12-04,71.0
1164,2019-01-05,48.0
1165,2019-02-05,49.1
1166,2019-03-05,65.8
1167,2019-04-05,48.8
1168,2019-05-05,60.1
1169,2019-06-05,65.9
1170,2019-07-05,74.6
1171,2019-08-05,75.4
1172,2019-09-05,88.3
1173,2019-10-05,78.4
1174,2019-11-05,79.5
1175,2019-12-05,56.5
1176,2019-01-06,38.3
1177,2019-02-06,57.8
1178,2019-03-06,80.5
1179,2019-04-06,45.5
1180,2019-05-06,65.4
1181,2019-06-06,82.1
1182,2019-07-06,63.4
1183,2019-08-06,78.8
1184,2019-09-06,85.8
1185,2019-10-06,70.6
1186,2019-11-06,75.9
1187,2019-12-06,44.5
1188,2019-01-07,44.0
1189,2019-02-07,45.9
1190,2019-03-07,62.8
1191,2019-04-07,82.4
1192,2019-05-07,58.0
1193,2019-06-07,89.3
1194,2019-07-07,69.0
1195,2019-08-07,80.6
1196,2019-09-07,85.1
1197,2019-10-07,90.1
1198,2019-11-07,72.9
1199,2019-12-07,60.9
1200,2019-01-08,44.0
1201,2019-02-08,23.9
1202,2019-03-08,65.8
1203,2019-04-08,67.9
1204,2019-05-08,59.6
1205,2019-06-08,79.3
1206,2019-07-08,65.6
1207,2019-08-08,77.5
1208,2019-09-08,85.8
1209,2019-10-08,71.6
1210,2019-11-08,71.5
1211,2019-12-08,73.3
1212,2019-01-09,38.8
1213,2019-02-09,28.3
1214,2019-03-09,69.4
1215,2019-04-09,66.5
1216,2019-05-09,54.9
1217,2019-06-09,71.8
1218,2019-07-09,67.1
1219,2019-08-09,76.9
1220,2019-09-09,85.6
1221,2019-10-09,70.0
1222,2019-11-09,69.5
1223,2019-12-09,71.1
1224,2019-01-10,47.4
1225,2019-02-10,35.5
1226,2019-03-10,92.4
1227,2019-04-10,79.6
1228,2019-05-10,56.9
1229,2019-06-10,72.4
1230,2019-07-10,87.1
1231,2019-08-10,75.4
1232,2019-09-10,82.0
1233,2019-10-10,73.0
1234,2019-11-10,76.6
1235,2019-12-10,79.8
1236,2019-01-11,64.1
1237,2019-02-11,34.4
1238,2019-03-11,79.9
1239,2019-04-11,76.5
1240,2019-05-11,55.8
1241,2019-06-11,75.9
1242,2019-07-11,80.5
1243,2019-08-11,75.5
1244,2019-09-11,83.8
1245,2019-10-11,63.6
1246,2019-11-11,68.4
1247,2019-12-11,67.4
1248,2019-01-12,83.6
1249,2019-02-12,48.0
1250,2019-03-12,65.9
1251,2019-04-12,63.9
1252,2019-05-12,55.3
1253,2019-06-12,71.8
1254,2019-07-12,73.4
1255,2019-08-12,79.5
1256,2019-09-12,88.0
1257,2019-10-12,54.1
1258,2019-11-12,77.9
1259,2019-12-12,45.1
1260,2019-01-13,76.6
1261,2019-02-13,34.1
1262,2019-03-13,38.4
1263,2019-04-13,58.4
1264,2019-05-13,65.5
1265,2019-06-13,72.3
1266,2019-07-13,87.6
1267,2019-08-13,81.1
1268,2019-09-13,75.4
1269,2019-10-13,61.4
1270,2019-11-13,68.8
1271,2019-12-13,63.4
1272,2019-01-14,65.9
1273,2019-02-14,37.0
1274,2019-03-14,54.3
1275,2019-04-14,54.6
1276,2019-05-14,72.0
1277,2019-06-14,82.9
1278,2019-07-14,80.3
1279,2019-08-14,71.8
1280,2019-09-14,77.5
1281,2019-10-14,75.4
1282,2019-11-14,47.9
1283,2019-12-14,59.6
1284,2019-01-15,55.9
1285,2019-02-15,52.3
1286,2019-03-15,65.4
1287,2019-04-15,52.8
1288,2019-05-15,70.3
1289,2019-06-15,67.6
1290,2019-07-15,79.1
1291,2019-08-15,75.6
1292,2019-09-15,77.6
1293,2019-10-15,75.6
1294,2019-11-15,66.9
1295,2019-12-15,69.0
1296,2019-01-16,30.1
1297,2019-02-16,44.3
1298,2019-03-16,64.8
1299,2019-04-16,54.5
1300,2019-05-16,64.8
1301,2019-06-16,70.8
1302,2019-07-16,81.1
1303,2019-08-16,71.4
1304,2019-09-16,71.6
1305,2019-10-16,76.4
1306,2019-11-16,80.4
1307,2019-12-16,80.6
1308,2019-01-17,51.5
1309,2019-02-17,41.1
1310,2019-03-17,61.5
1311,2019-04-17,62.4
1312,2019-05-17,67.5
1313,2019-06-17,73.9
1314,2019-07-17,78.0
1315,2019-08-17,73.8
1316,2019-09-17,69.4
1317,2019-10-17,80.8
1318,2019-11-17,93.4
1319,2019-12-17,83.3
1320,2019-01-18,56.6
1321,2019-02-18,44.0
1322,2019-03-18,63.9
1323,2019-04-18,72.0
1324,2019-05-18,93.6
1325,2019-06-18,76.0
1326,2019-07-18,91.3
1327,2019-08-18,70.3
1328,2019-09-18,67.4
1329,2019-10-18,87.4
1330,2019-11-18,64.1
1331,2019-12-18,57.8
1332,2019-01-19,61.6
1333,2019-02-19,85.9
1334,2019-03-19,59.6
1335,2019-04-19,82.0
1336,2019-05-19,95.0
1337,2019-06-19,77.6
1338,2019-07-19,94.5
1339,2019-08-19,74.6
1340,2019-09-19,72.3
1341,2019-10-19,80.9
1342,2019-11-19,63.0
1343,2019-12-19,47.1
1344,2019-01-20,49.4
1345,2019-02-20,58.5
1346,2019-03-20,81.4
1347,2019-04-20,71.5
1348,2019-05-20,67.8
1349,2019-06-20,72.3
1350,2019-07-20,93.9
1351,2019-08-20,72.0
1352,2019-09-20,72.1
1353,2019-10-20,80.1
1354,2019-11-20,55.9
1355,2019-12-20,58.9
1356,2019-01-21,55.1
1357,2019-02-21,57.8
1358,2019-03-21,58.4
1359,2019-04-21,74.5
1360,2019-05-21,46.9
1361,2019-06-21,69.9
1362,2019-07-21,87.3
1363,2019-08-21,82.8
1364,2019-09-21,93.5
1365,2019-10-21,78.6
1366,2019-11-21,57.0
1367,2019-12-21,71.4
1368,2019-01-22,62.3
1369,2019-02-22,64.0
1370,2019-03-22,40.9
1371,2019-04-22,73.5
1372,2019-05-22,57.0
1373,2019-06-22,75.4
1374,2019-07-22,85.1
1375,2019-08-22,87.0
1376,2019-09-22,88.4
1377,2019-10-22,80.4
1378,2019-11-22,71.9
1379,2019-12-22,72.9
1380,2019-01-23,55.8
1381,2019-02-23,62.1
1382,2019-03-23,41.8
1383,2019-04-23,90.1
1384,2019-05-23,61.3
1385,2019-06-23,71.9
1386,2019-07-23,82.5
1387,2019-08-23,82.1
1388,2019-09-23,86.6
1389,2019-10-23,80.3
1390,2019-11-23,80.0
1391,2019-12-23,73.3
1392,2019-01-24,50.9
1393,2019-02-24,65.0
1394,2019-03-24,55.6
1395,2019-04-24,93.3
1396,2019-05-24,64.8
1397,2019-06-24,76.3
1398,2019-07-24,86.3
1399,2019-08-24,74.4
1400,2019-09-24,79.6
1401,2019-10-24,69.8
1402,2019-11-24,84.3
1403,2019-12-24,70.9
1404,2019-01-25,45.1
1405,2019-02-25,56.0
1406,2019-03-25,64.9
1407,2019-04-25,95.4
1408,2019-05-25,62.4
1409,2019-06-25,71.9
1410,2019-07-25,88.6
1411,2019-08-25,84.9
1412,2019-09-25,80.4
1413,2019-10-25,78.6
1414,2019-11-25,56.8
1415,2019-12-25,61.3
1416,2019-01-26,27.6
1417,2019-02-26,49.4
1418,2019-03-26,59.8
1419,2019-04-26,80.1
1420,2019-05-26,66.9
1421,2019-06-26,93.4
1422,2019-07-26,87.3
1423,2019-08-26,77.5
1424,2019-09-26,81.6
1425,2019-10-26,64.1
1426,2019-11-26,69.1
1427,2019-12-26,72.0
1428,2019-01-27,48.3
1429,2019-02-27,67.8
1430,2019-03-27,55.5
1431,2019-04-27,71.1
1432,2019-05-27,90.5
1433,2019-06-27,88.5
1434,2019-07-27,90.1
1435,2019-08-27,92.8
1436,2019-09-27,84.6
1437,2019-10-27,74.5
1438,2019-11-27,65.3
1439,2019-12-27,45.1
1440,2019-01-28,44.9
1441,2019-02-28,64.6
1442,2019-03-28,68.0
1443,2019-04-28,76.5
1444,2019-05-28,50.8
1445,2019-06-28,81.5
1446,2019-07-28,82.6
1447,2019-08-28,88.8
1448,2019-09-28,91.1
1449,2019-10-28,74.4
1450,2019-11-28,69.4
1451,2019-12-28,65.0
1452,2019-01-29,49.5
1453,2019-02-29, 
1454,2019-03-29,77.0
1455,2019-04-29,94.0
1456,2019-05-29,54.1
1457,2019-06-29,94.5
1458,2019-07-29,81.0
1459,2019-08-29,89.8
1460,2019-09-29,86.0
1461,2019-10-29,72.4
1462,2019-11-29,60.9
1463,2019-12-29,78.6
1464,2019-01-30,46.5
1465,2019-02-30, 
1466,2019-03-30,53.5
1467,2019-04-30,85.0
1468,2019-05-30,54.4
1469,2019-06-30,86.1
1470,2019-07-30,80.4
1471,2019-08-30,74.6
1472,2019-09-30,84.8
1473,2019-10-30,77.4
1474,2019-11-30,59.1
1475,2019-12-30,84.1
1476,2019-01-31,71.6
1477,2019-02-31, 
1478,2019-03-31,37.8
1479,2019-04-31, 
1480,2019-05-31,76.3
1481,2019-06-31, 
1482,2019-07-31,79.3
1483,2019-08-31,77.1
1484,2019-09-31, 
1485,2019-10-31,77.3
1486,2019-11-31, 
1487,2019-12-31,35.3
1488,2020-01-01,56.1
1489,2020-02-01,70.3
1490,2020-03-01,74.1
1491,2020-04-01,46.8
1492,2020-05-01,74.1
1493,2020-06-01,63.1
1494,2020-07-01,77.4
1495,2020-08-01,85.1
1496,2020-09-01,79.6
1497,2020-10-01,75.4
1498,2020-11-01,82.9
1499,2020-12-01,52.4
1500,2020-01-02,74.0
1501,2020-02-02,74.1
1502,2020-03-02,43.6
1503,2020-04-02,44.6
1504,2020-05-02,81.5
1505,2020-06-02,56.6
1506,2020-07-02,81.4
1507,2020-08-02,84.6
1508,2020-09-02,91.0
1509,2020-10-02,82.1
1510,2020-11-02,79.6
1511,2020-12-02,52.4
1512,2020-01-03,71.9
1513,2020-02-03,65.0
1514,2020-03-03,67.6
1515,2020-04-03,47.9
1516,2020-05-03,94.9
1517,2020-06-03,77.3
1518,2020-07-03,91.4
1519,2020-08-03,84.9
1520,2020-09-03,66.6
1521,2020-10-03,77.4
1522,2020-11-03,57.0
1523,2020-12-03,54.5
1524,2020-01-04,67.4
1525,2020-02-04,60.9
1526,2020-03-04,52.0
1527,2020-04-04,42.1
1528,2020-05-04,81.0
1529,2020-06-04,76.6
1530,2020-07-04,84.5
1531,2020-08-04,85.8
1532,2020-09-04,81.3
1533,2020-10-04,82.8
1534,2020-11-04,64.6
1535,2020-12-04,48.0
1536,2020-01-05,61.6
1537,2020-02-05,35.5
1538,2020-03-05,46.8
1539,2020-04-05,43.8
1540,2020-05-05,81.1
1541,2020-06-05,72.3
1542,2020-07-05,83.8
1543,2020-08-05,90.4
1544,2020-09-05,92.9
1545,2020-10-05,52.1
1546,2020-11-05,63.5
1547,2020-12-05,66.9
1548,2020-01-06,85.3
1549,2020-02-06,31.5
1550,2020-03-06,57.5
1551,2020-04-06,51.1
1552,2020-05-06,63.5
1553,2020-06-06,77.9
1554,2020-07-06,92.8
1555,2020-08-06,89.3
1556,2020-09-06,89.1
1557,2020-10-06,62.1
1558,2020-11-06,74.4
1559,2020-12-06,73.1
1560,2020-01-07,93.6
1561,2020-02-07,40.9
1562,2020-03-07,86.6
1563,2020-04-07,51.3
1564,2020-05-07,53.5
1565,2020-06-07,71.3
1566,2020-07-07,84.9
1567,2020-08-07,95.0
1568,2020-09-07,81.1
1569,2020-10-07,60.5
1570,2020-11-07,77.9
1571,2020-12-07,77.6
1572,2020-01-08,66.4
1573,2020-02-08,49.3
1574,2020-03-08,75.1
1575,2020-04-08,37.3
1576,2020-05-08,66.6
1577,2020-06-08,63.6
1578,2020-07-08,80.3
1579,2020-08-08,94.4
1580,2020-09-08,79.9
1581,2020-10-08,57.0
1582,2020-11-08,51.0
1583,2020-12-08,61.9
1584,2020-01-09,63.9
1585,2020-02-09,50.4
1586,2020-03-09,85.0
1587,2020-04-09,42.0
1588,2020-05-09,92.6
1589,2020-06-09,67.6
1590,2020-07-09,90.6
1591,2020-08-09,84.6
1592,2020-09-09,85.6
1593,2020-10-09,53.1
1594,2020-11-09,42.9
1595,2020-12-09,63.0
1596,2020-01-10,70.6
1597,2020-02-10,64.5
1598,2020-03-10,79.3
1599,2020-04-10,65.8
1600,2020-05-10,72.1
1601,2020-06-10,75.8
1602,2020-07-10,91.6
1603,2020-08-10,95.3
1604,2020-09-10,82.9
1605,2020-10-10,64.4
1606,2020-11-10,56.8
1607,2020-12-10,61.6
1608,2020-01-11,66.4
1609,2020-02-11,62.9
1610,2020-03-11,56.6
1611,2020-04-11,79.3
1612,2020-05-11,58.8
1613,2020-06-11,85.9
1614,2020-07-11,87.3
1615,2020-08-11,89.8
1616,2020-09-11,88.5
1617,2020-10-11,72.8
1618,2020-11-11,63.8
1619,2020-12-11,73.3
1620,2020-01-12,60.5
1621,2020-02-12,93.9
1622,2020-03-12,56.8
1623,2020-04-12,73.0
1624,2020-05-12,44.3
1625,2020-06-12,87.5
1626,2020-07-12,95.1
1627,2020-08-12,88.6
1628,2020-09-12,82.4
1629,2020-10-12,73.0
1630,2020-11-12,72.5
1631,2020-12-12,53.5
1632,2020-01-13,68.8
1633,2020-02-13,85.1
1634,2020-03-13,52.6
1635,2020-04-13,49.6
1636,2020-05-13,51.8
1637,2020-06-13,91.9
1638,2020-07-13,98.9
1639,2020-08-13,84.5
1640,2020-09-13,86.8
1641,2020-10-13,63.1
1642,2020-11-13,74.4
1643,2020-12-13,56.0
1644,2020-01-14,58.9
1645,2020-02-14,73.6
1646,2020-03-14,24.1
1647,2020-04-14,54.8
1648,2020-05-14,55.3
1649,2020-06-14,90.9
1650,2020-07-14,96.3
1651,2020-08-14,82.5
1652,2020-09-14,83.0
1653,2020-10-14,63.5
1654,2020-11-14,82.3
1655,2020-12-14,33.8
1656,2020-01-15,63.9
1657,2020-02-15,76.4
1658,2020-03-15,46.1
1659,2020-04-15,54.9
1660,2020-05-15,91.9
1661,2020-06-15,75.1
1662,2020-07-15,97.8
1663,2020-08-15,79.4
1664,2020-09-15,80.0
1665,2020-10-15,50.1
1666,2020-11-15,79.6
1667,2020-12-15,39.5
1668,2020-01-16,52.8
1669,2020-02-16,64.0
1670,2020-03-16,42.8
1671,2020-04-16,68.1
1672,2020-05-16,84.8
1673,2020-06-16,64.9
1674,2020-07-16,83.1
1675,2020-08-16,81.5
1676,2020-09-16,91.6
1677,2020-10-16,73.6
1678,2020-11-16,73.4
1679,2020-12-16,51.4
1680,2020-01-17,51.1
1681,2020-02-17,51.1
1682,2020-03-17,54.4
1683,2020-04-17,90.8
1684,2020-05-17,82.6
1685,2020-06-17,77.9
1686,2020-07-17,81.9
1687,2020-08-17,81.3
1688,2020-09-17,92.6
1689,2020-10-17,71.3
1690,2020-11-17,77.3
1691,2020-12-17,58.8
1692,2020-01-18,51.6
1693,2020-02-18,48.3
1694,2020-03-18,58.8
1695,2020-04-18,70.3
1696,2020-05-18,89.0
1697,2020-06-18,95.9
1698,2020-07-18,84.8
1699,2020-08-18,79.5
1700,2020-09-18,87.6
1701,2020-10-18,72.0
1702,2020-11-18,86.5
1703,2020-12-18,59.3
1704,2020-01-19,65.9
1705,2020-02-19,54.9
1706,2020-03-19,50.1
1707,2020-04-19,90.3
1708,2020-05-19,75.5
1709,2020-06-19,77.1
1710,2020-07-19,94.1
1711,2020-08-19,78.5
1712,2020-09-19,74.5
1713,2020-10-19,69.4
1714,2020-11-19,84.3
1715,2020-12-19,27.3
1716,2020-01-20,66.9
1717,2020-02-20,58.9
1718,2020-03-20,36.6
1719,2020-04-20,68.5
1720,2020-05-20,72.3
1721,2020-06-20,80.4
1722,2020-07-20,88.0
1723,2020-08-20,77.4
1724,2020-09-20,71.8
1725,2020-10-20,68.9
1726,2020-11-20,71.3
1727,2020-12-20,47.4
1728,2020-01-21,53.0
1729,2020-02-21,70.4
1730,2020-03-21,62.3
1731,2020-04-21,36.9
1732,2020-05-21,75.8
1733,2020-06-21,78.8
1734,2020-07-21,84.4
1735,2020-08-21,80.8
1736,2020-09-21,71.1
1737,2020-10-21,85.0
1738,2020-11-21,70.5
1739,2020-12-21,68.4
1740,2020-01-22,76.0
1741,2020-02-22,52.9
1742,2020-03-22,75.1
1743,2020-04-22,40.6
1744,2020-05-22,72.9
1745,2020-06-22,76.4
1746,2020-07-22,95.3
1747,2020-08-22,79.1
1748,2020-09-22,75.6
1749,2020-10-22,77.6
1750,2020-11-22,80.3
1751,2020-12-22,76.3
1752,2020-01-23,93.4
1753,2020-02-23,59.1
1754,2020-03-23,46.6
1755,2020-04-23,51.0
1756,2020-05-23,72.4
1757,2020-06-23,75.1
1758,2020-07-23,96.8
1759,2020-08-23,79.5
1760,2020-09-23,70.5
1761,2020-10-23,53.1
1762,2020-11-23,59.0
1763,2020-12-23,78.4
1764,2020-01-24,77.4
1765,2020-02-24,66.0
1766,2020-03-24,56.8
1767,2020-04-24,42.3
1768,2020-05-24,80.3
1769,2020-06-24,92.8
1770,2020-07-24,92.5
1771,2020-08-24,79.1
1772,2020-09-24,70.8
1773,2020-10-24,63.5
1774,2020-11-24,59.8
1775,2020-12-24,58.3
1776,2020-01-25,82.4
1777,2020-02-25,94.5
1778,2020-03-25,58.9
1779,2020-04-25,58.8
1780,2020-05-25,74.4
1781,2020-06-25,94.9
1782,2020-07-25,95.6
1783,2020-08-25,77.8
1784,2020-09-25,74.6
1785,2020-10-25,74.0
1786,2020-11-25,59.6
1787,2020-12-25,55.0
1788,2020-01-26,72.4
1789,2020-02-26,79.1
1790,2020-03-26,88.8
1791,2020-04-26,52.4
1792,2020-05-26,78.0
1793,2020-06-26,76.4
1794,2020-07-26,81.3
1795,2020-08-26,85.0
1796,2020-09-26,73.8
1797,2020-10-26,74.0
1798,2020-11-26,62.5
1799,2020-12-26,65.8
1800,2020-01-27,89.6
1801,2020-02-27,67.6
1802,2020-03-27,79.6
1803,2020-04-27,50.8
1804,2020-05-27,63.3
1805,2020-06-27,82.1
1806,2020-07-27,94.9
1807,2020-08-27,88.8
1808,2020-09-27,75.5
1809,2020-10-27,73.8
1810,2020-11-27,60.3
1811,2020-12-27,83.0
1812,2020-01-28,70.4
1813,2020-02-28,84.5
1814,2020-03-28,59.3
1815,2020-04-28,54.3
1816,2020-05-28,66.5
1817,2020-06-28,78.5
1818,2020-07-28,94.9
1819,2020-08-28,90.1
1820,2020-09-28,76.0
1821,2020-10-28,80.9
1822,2020-11-28,51.3
1823,2020-12-28,94.6
1824,2020-01-29,81.6
1825,2020-02-29,83.1
1826,2020-03-29,65.8
1827,2020-04-29,51.4
1828,2020-05-29,65.5
1829,2020-06-29,92.3
1830,2020-07-29,95.6
1831,2020-08-29,86.9
1832,2020-09-29,78.1
1833,2020-10-29,65.0
1834,2020-11-29,60.9
1835,2020-12-29,87.0
1836,2020-01-30,72.6
1837,2020-02-30, 
1838,2020-03-30,64.3
1839,2020-04-30,68.0
1840,2020-05-30,61.8
1841,2020-06-30,77.0
1842,2020-07-30,93.8
1843,2020-08-30,83.8
1844,2020-09-30,72.8
1845,2020-10-30,69.1
1846,2020-11-30,55.9
1847,2020-12-30,49.9
1848,2020-01-31,73.1
1849,2020-02-31, 
1850,2020-03-31,65.9
1851,2020-04-31, 
1852,2020-05-31,73.8
1853,2020-06-31, 
1854,2020-07-31,88.3
1855,2020-08-31,81.9
1856,2020-09-31, 
1857,2020-10-31,75.4
1858,2020-11-31, 
1859,2020-12-31,50.9
1860,2021-01-01,65.3
1861,2021-02-01,84.5
1862,2021-03-01,95.4
1863,2021-04-01,53.3
1864,2021-05-01,78.8
1865,2021-06-01,66.3
1866,2021-07-01,75.8
1867,2021-08-01,81.5
1868,2021-09-01,89.0
1869,2021-10-01,83.8
1870,2021-11-01,77.1
1871,2021-12-01,49.4
1872,2021-01-02,56.5
1873,2021-02-02,36.0
1874,2021-03-02,76.3
1875,2021-04-02,56.9
1876,2021-05-02,68.9
1877,2021-06-02,72.8
1878,2021-07-02,74.8
1879,2021-08-02,81.1
1880,2021-09-02,92.1
1881,2021-10-02,83.3
1882,2021-11-02,78.4
1883,2021-12-02,64.6
1884,2021-01-03,40.9
1885,2021-02-03,56.3
1886,2021-03-03,71.6
1887,2021-04-03,91.0
1888,2021-05-03,69.5
1889,2021-06-03,96.8
1890,2021-07-03,90.4
1891,2021-08-03,81.6
1892,2021-09-03,92.6
1893,2021-10-03,85.3
1894,2021-11-03,75.9
1895,2021-12-03,56.5
1896,2021-01-04,60.5
1897,2021-02-04,50.3
1898,2021-03-04,90.0
1899,2021-04-04,91.1
1900,2021-05-04,90.5
1901,2021-06-04,69.4
1902,2021-07-04,82.4
1903,2021-08-04,75.5
1904,2021-09-04,82.9
1905,2021-10-04,84.9
1906,2021-11-04,80.5
1907,2021-12-04,63.5
1908,2021-01-05,51.9
1909,2021-02-05,52.5
1910,2021-03-05,77.5
1911,2021-04-05,58.9
1912,2021-05-05,56.5
1913,2021-06-05,79.0
1914,2021-07-05,96.0
1915,2021-08-05,75.6
1916,2021-09-05,83.4
1917,2021-10-05,87.4
1918,2021-11-05,80.0
1919,2021-12-05,75.9
1920,2021-01-06,48.0
1921,2021-02-06,70.6
1922,2021-03-06,74.8
1923,2021-04-06,60.0
1924,2021-05-06,59.3
1925,2021-06-06,78.0
1926,2021-07-06,98.3
1927,2021-08-06,72.0
1928,2021-09-06,90.5
1929,2021-10-06,82.8
1930,2021-11-06,77.1
1931,2021-12-06,80.4
1932,2021-01-07,41.6
1933,2021-02-07,65.1
1934,2021-03-07,71.0
1935,2021-04-07,58.6
1936,2021-05-07,69.0
1937,2021-06-07,78.5
1938,2021-07-07,96.3
1939,2021-08-07,73.3
1940,2021-09-07,92.5
1941,2021-10-07,83.6
1942,2021-11-07,76.3
1943,2021-12-07,71.6
1944,2021-01-08,48.0
1945,2021-02-08,28.6
1946,2021-03-08,71.5
1947,2021-04-08,64.1
1948,2021-05-08,60.4
1949,2021-06-08,75.9
1950,2021-07-08,93.8
1951,2021-08-08,88.1
1952,2021-09-08,82.6
1953,2021-10-08,84.4
1954,2021-11-08,90.6
1955,2021-12-08,76.3
1956,2021-01-09,52.9
1957,2021-02-09,46.6
1958,2021-03-09,70.0
1959,2021-04-09,66.0
1960,2021-05-09,50.8
1961,2021-06-09,69.4
1962,2021-07-09,90.1
1963,2021-08-09,72.6
1964,2021-09-09,84.8
1965,2021-10-09,83.8
1966,2021-11-09,71.6
1967,2021-12-09,82.0
1968,2021-01-10,66.8
1969,2021-02-10,57.9
1970,2021-03-10,63.8
1971,2021-04-10,67.5
1972,2021-05-10,55.0
1973,2021-06-10,76.4
1974,2021-07-10,86.0
1975,2021-08-10,81.9
1976,2021-09-10,91.9
1977,2021-10-10,86.1
1978,2021-11-10,69.5
1979,2021-12-10,86.4
1980,2021-01-11,69.1
1981,2021-02-11,67.8
1982,2021-03-11,71.1
1983,2021-04-11,58.4
1984,2021-05-11,65.8
1985,2021-06-11,95.1
1986,2021-07-11,85.4
1987,2021-08-11,84.6
1988,2021-09-11,84.5
1989,2021-10-11,95.9
1990,2021-11-11,75.3
1991,2021-12-11,81.1
1992,2021-01-12,66.6
1993,2021-02-12,63.9
1994,2021-03-12,90.1
1995,2021-04-12,88.8
1996,2021-05-12,60.1
1997,2021-06-12,86.8
1998,2021-07-12,85.5
1999,2021-08-12,84.0
2000,2021-09-12,86.0
2001,2021-10-12,92.6
2002,2021-11-12,76.0
2003,2021-12-12,62.0
2004,2021-01-13,67.4
2005,2021-02-13,57.5
2006,2021-03-13,75.0
2007,2021-04-13,62.3
2008,2021-05-13,67.4
2009,2021-06-13,84.9
2010,2021-07-13,86.3
2011,2021-08-13,86.9
2012,2021-09-13,78.1
2013,2021-10-13,81.8
2014,2021-11-13,83.3
2015,2021-12-13,46.5
2016,2021-01-14,69.9
2017,2021-02-14,76.4
2018,2021-03-14,74.1
2019,2021-04-14,44.9
2020,2021-05-14,74.0
2021,2021-06-14,85.0
2022,2021-07-14,85.5
2023,2021-08-14,88.1
2024,2021-09-14,82.1
2025,2021-10-14,86.3
2026,2021-11-14,82.1
2027,2021-12-14,66.4
2028,2021-01-15,74.8
2029,2021-02-15,66.1
2030,2021-03-15,77.4
2031,2021-04-15,58.1
2032,2021-05-15,94.1
2033,2021-06-15,93.1
2034,2021-07-15,87.8
2035,2021-08-15,77.0
2036,2021-09-15,64.3
2037,2021-10-15,83.0
2038,2021-11-15,82.6
2039,2021-12-15,81.4
2040,2021-01-16,48.6
2041,2021-02-16,57.5
2042,2021-03-16,64.5
2043,2021-04-16,73.4
2044,2021-05-16,96.1
2045,2021-06-16,82.5
2046,2021-07-16,91.9
2047,2021-08-16,76.3
2048,2021-09-16,83.8
2049,2021-10-16,69.1
2050,2021-11-16,78.0
2051,2021-12-16,94.4
2052,2021-01-17,38.1
2053,2021-02-17,40.4
2054,2021-03-17,61.0
2055,2021-04-17,55.3
2056,2021-05-17,95.9
2057,2021-06-17,81.6
2058,2021-07-17,84.6
2059,2021-08-17,75.9
2060,2021-09-17,85.3
2061,2021-10-17,52.1
2062,2021-11-17,73.8
2063,2021-12-17,54.3
2064,2021-01-18,60.1
2065,2021-02-18,47.1
2066,2021-03-18,72.6
2067,2021-04-18,52.0
2068,2021-05-18,89.5
2069,2021-06-18,92.5
2070,2021-07-18,81.3
2071,2021-08-18,75.8
2072,2021-09-18,79.1
2073,2021-10-18,66.1
